State,Hospital name,Establishment ID,Medicare Provider No.,Local Hospital Network identifier,Local Hospital Network,Address Line 1,Address Line 2,asgc_ra,Remoteness area,Number of available beds,2012-13 Peer Group code,Peer Group Name,Provided data for NPHED,Provided data for NHMD,Provided data for NAPEDCD,Provided data for ESWT,Provided data for NNAPCD,IHPA funding designation
QLD,Murgon Hospital,310000075,,325,Darling Downs,CORONATION                                    Dr,MURGON                                                 4605,2,Outer Regional,15,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Nambour Hospital,310000049,,319,Sunshine Coast,HOSPITAL                                      Rd,NAMBOUR                                                4560,0,Major Cities,155,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Nanango Hospital,310000076,,325,Darling Downs,135    BRISBANE                                      St,NANANGO                                                4615,1,Inner Regional,10,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Normanton Hospital,310000247,,315,North West (Qld),BROWN                                         St,NORMANTON                                              4890,4,Very remote,14,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Oakey Hospital,310000099,,325,Darling Downs,5      BEALE                                         St,OAKEY                                                  4401,1,Inner Regional,10,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Princess Alexandra Hospital,310000011,,322,Metro South (Qld),199    IPSWICH                                       Dr,WOOLLOONGABBA                                          4102,0,Major Cities,1055,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Proserpine Hospital,310000174,,314,Mackay,26     TAYLOR                                        St,PROSERPINE                                             4800,2,Outer Regional,33,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
QLD,Queen Elizabeth Ii Jubilee Hospital,310000022,,322,Metro South (Qld),KESSELS and TROUGHTON                         Rd,COOPERS PLAINS                                         4108,0,Major Cities,218,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Quilpie Hospital,310000118,,326,South West (Qld),30     GYRICA                                        St,QUILPIE                                                4480,4,Very remote,6,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Redcliffe Hospital,310000016,,320,Metro North (Qld),ANZAC                                         Ave,REDCLIFFE                                              4020,0,Major Cities,418,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Redland Hospital,310000028,,322,Metro South (Qld),WEIPPIN                                       St,CLEVELAND                                              4163,0,Major Cities,194,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Richmond Hospital,310000248,,313,Townsville,GALLAGHER                                     Dr,RICHMOND                                               4822,4,Very remote,6,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Robina Hospital,310000934,,323,Gold Coast,2      BAYBERRY                                      LANE,ROBINA                                                 4226,0,Major Cities,379,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Rockhampton Base Hospital,310000141,,316,Central Queensland,CANNING                                       St,ROCKHAMPTON                                            4700,1,Inner Regional,311,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Roma Hospital,310000119,,326,South West (Qld),197    MCDOWALL                                      St,ROMA                                                   4455,2,Outer Regional,48,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
QLD,Royal Brisbane & Women's Hospital,310000201,,320,Metro North (Qld),BUTTERFIELD                                   St,HERSTON                                                4006,0,Major Cities,988,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Sarina Hospital,310000175,,314,Mackay,1      HOSPITAL                                      St,SARINA                                                 4737,2,Outer Regional,16,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Springsure Hospital,310000142,,316,Central Queensland,WOODBINE                                      St,SPRINGSURE                                             4722,3,Remote,10,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,St George Hospital,310000120,,326,South West (Qld),VICTORIA                                      St,ST GEORGE                                              4487,3,Remote,31,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
QLD,Stanthorpe Hospital,310000100,,325,Darling Downs,8      MCGREGOR                                      TCE,STANTHORPE                                             4380,2,Outer Regional,45,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
QLD,Sunshine Coast University Hospital,310000032,,319,Sunshine Coast,DOHERTY                                       St,BIRTINYA                                               4575,0,Major Cities,463,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Surat Hospital,310000121,,326,South West (Qld),IVAN                                          St,SURAT                                                  4417,3,Remote,4,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Tara Hospital,310000101,,325,Darling Downs,15     BILTON                                        St,TARA                                                   4421,2,Outer Regional,15,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Taroom Hospital,310000102,,325,Darling Downs,MILLER                                        St,TAROOM                                                 4420,3,Remote,13,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Texas Hospital,310000103,,325,Darling Downs,MINGOOLA                                      Rd,TEXAS                                                  4385,2,Outer Regional,6,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,The Park Centre for Mental Health,340000751,,324,West Moreton,ELLERTON DR and WOLSTON PARK                  Rd,WACOL                                                  4076,0,Major Cities,140,Ps,Psychiatric,Yes,Yes,No,No,No,Block-funded hospital
QLD,The Prince Charles Hospital,310000004,,320,Metro North (Qld),RODE                                          Rd,CHERMSIDE                                              4032,0,Major Cities,662,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Theodore Hospital,310000143,,316,Central Queensland,THE                                           BVD,THEODORE                                               4719,2,Outer Regional,6,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Thursday Island Hospital,310000226,,327,Torres and Cape,VICTORIA                                      Pde,THURSDAY ISLAND                                        4875,4,Very remote,46,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
QLD,Toowoomba Hospital,310000104,,325,Darling Downs,PECHEY                                        St,TOOWOOMBA                                              4350,1,Inner Regional,305,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Townsville Hospital,310000200,,313,Townsville,100    ANGUS SMITH                                   Dr,DOUGLAS                                                4814,2,Outer Regional,690,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
QLD,Tully Hospital,310000227,,312,Cairns and Hinterland,BRYANT                                        St,TULLY                                                  4854,2,Outer Regional,20,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Warwick Hospital,310000105,,325,Darling Downs,56     LOCKE                                         St,WARWICK                                                4370,1,Inner Regional,69,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
QLD,Weipa Hospital,310000228,,327,Torres and Cape,407    JOHN EVANS                                    Dr,WEIPA                                                  4874,4,Very remote,20,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
QLD,Winton Hospital,310000159,,317,Central West (Qld),BLOOMFIELD                                    St,WINTON                                                 4735,4,Very remote,8,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Wondai Hospital,310000077,,325,Darling Downs,BRAMSTON                                      St,WONDAI                                                 4606,2,Outer Regional,5,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Woorabinda Hospital,310000145,,316,Central Queensland,1      MUNNS                                         Dr,WOORABINDA                                             4702,3,Remote,11,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
QLD,Wynnum Hospital,310000024,,322,Metro South (Qld),WHITES                                        Rd,LOTA                                                   4179,0,Major Cities,21,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Block-funded hospital
SA,,41WK00227,,404,Country Health SA,19.00  Waterloo Bay                                  Rd,Yorketown                                              5576,3,Remote,26,S2,Public acute group D,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Angaston District Hospital,41WK00049,,404,Country Health SA,29.00  North                                         St,Angaston                                               5353,1,Inner Regional,32,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Balaklava Soldier's Memorial District Ho,41WK00052,,404,Country Health SA,16.00  War Memorial                                  Dr,Balaklava                                              5461,1,Inner Regional,31,S2,Public acute group D,Yes,Yes,No,Yes,Yes,Block-funded hospital
SA,Barmera Health Service,41RI00055,,404,Country Health SA,Hawdon                                        St,Barmera                                                5345,2,Outer Regional,20,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Booleroo Centre District Hospital and He,41MN00067,,404,Country Health SA,Stephens                                      St,Booleroo Centre                                        5482,2,Outer Regional,23,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
SA,Bordertown Memorial Hospital,41SE00070,,404,Country Health SA,23.00  South                                         TCE,Bordertown                                             5268,2,Outer Regional,40,S1,Public acute group C,Yes,Yes,No,Yes,Yes,Block-funded hospital
